spotify_id,name,uri,artist,acousticness,danceability,energy,instrumentalness,tempo,valence
43kiDtoYD0nDJYxzQwclpT,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,spotify:track:43kiDtoYD0nDJYxzQwclpT,HONNE,0.941,0.508,0.293,0,91.509,0.395
49clMzwHdKb5f0awEH99pg,A Change Of Heart,spotify:track:49clMzwHdKb5f0awEH99pg,The 1975,0.223,0.736,0.502,0.0105,105.003,0.533
4m0q0xQ2BNl9SCAGKyfiGZ,Somebody Else,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,The 1975,0.204,0.618,0.793,0.0154,101.015,0.459
2KJkKZ6u3QRm9Xpu5I2CPB,Patience Is A Virtue,spotify:track:2KJkKZ6u3QRm9Xpu5I2CPB,Clem Leek,0.964,0.305,0.168,0.852,117.312,0.051
5BN59BDczcpxstFKILIH0q,Savior Complex,spotify:track:5BN59BDczcpxstFKILIH0q,Phoebe Bridgers,0.931,0.377,0.44,0.0196,128.999,0.224
2d3d9xZutJjmUpntiyHt3F,Anti-Hero - Acoustic Version,spotify:track:2d3d9xZutJjmUpntiyHt3F,Taylor Swift,0.597,0.624,0.332,0.000679,96.864,0.397
6UFivO2zqqPFPoQYsEMuCc,Bags,spotify:track:6UFivO2zqqPFPoQYsEMuCc,Clairo,0.172,0.742,0.546,0.38,104.996,0.868
1hnkA8oaTKquqzS6Ixuh4c,You're So.,spotify:track:1hnkA8oaTKquqzS6Ixuh4c,milk.,0.0098,0.716,0.573,0.653,115.017,0.871
2k7GyFSbErjCvk1QlTChxL,tokyo,spotify:track:2k7GyFSbErjCvk1QlTChxL,joan,0.00716,0.631,0.786,0,102.027,0.761
0K29MTPIUWWCjhjZVnx7PX,Maybe You Saved Me,spotify:track:0K29MTPIUWWCjhjZVnx7PX,Bad Suns,0.0496,0.58,0.915,0,98.003,0.752
4FxeY2UZeP3kpdBPbpGggN,Wintering,spotify:track:4FxeY2UZeP3kpdBPbpGggN,The 1975,0.363,0.643,0.882,5.53e-05,159.996,0.941
1A8OrMrc15qpXp5MuOfvG2,Cruisin' - Single Edit,spotify:track:1A8OrMrc15qpXp5MuOfvG2,Huey Lewis,0.127,0.745,0.647,0,83.346,0.821
7IhSymdeBHEvRmwGm0sIFH,25th December - 2013 Remaster,spotify:track:7IhSymdeBHEvRmwGm0sIFH,Everything But The Girl,0.755,0.58,0.233,0,107.322,0.171
1fDFHXcykq4iw8Gg7s5hG9,About You,spotify:track:1fDFHXcykq4iw8Gg7s5hG9,The 1975,0.312,0.416,0.762,0.804,95.967,0.461
3TxKtkCNR1yQARsvHxvNnP,Tokyo Nights,spotify:track:3TxKtkCNR1yQARsvHxvNnP,Digital Farm Animals,0.0319,0.556,0.671,0.000377,105.057,0.252
0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,0.0205,0.37,0.467,0.572,94.485,0.182
1FWsomP9StpCcXNWmJk8Cl,K.,spotify:track:1FWsomP9StpCcXNWmJk8Cl,Cigarettes After Sex,0.139,0.454,0.4,0.846,93.719,0.327
2eIYmspGt58UeXPNUsp1oW,Real Peach - Recorded at Spotify Studios NYC,spotify:track:2eIYmspGt58UeXPNUsp1oW,Henry Jamison,0.901,0.379,0.194,1.19e-05,170.097,0.436
2frplpedYp8su0AfraebpH,No Ordinary Life,spotify:track:2frplpedYp8su0AfraebpH,Matt Corby,0.127,0.464,0.783,6.74e-06,147.951,0.144
6A8dnC0xkiuWN4BshmTB2I,Oceans Away,spotify:track:6A8dnC0xkiuWN4BshmTB2I,A R I Z O N A,0.13,0.617,0.642,0.157,105.885,0.221
2cCPI5XciQObQE9d6hmb4d,If The World Was Ending (feat. Julia Michaels) - Madism Remix,spotify:track:2cCPI5XciQObQE9d6hmb4d,Madism,0.696,0.55,0.658,0,87.445,0.71
0WTN7om3lHG3yYMigwzBxl,There's No Way (feat. Julia Michaels),spotify:track:0WTN7om3lHG3yYMigwzBxl,Lauv,0.49,0.755,0.625,0,147.02,0.374
6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels),spotify:track:6GzApXoBQiiAjak3tOQfV3,5 Seconds of Summer,0.0132,0.611,0.52,0,159.927,0.771
5ScvUK3JuwyxH3i1HMVqKp,Planet With Water,spotify:track:5ScvUK3JuwyxH3i1HMVqKp,Charlie Hickey,0.909,0.629,0.249,0.000199,103.024,0.595
6Ufa8N6ZXD1Gp2gW0GbDOf,Side Effects,spotify:track:6Ufa8N6ZXD1Gp2gW0GbDOf,JOSEPH,0.758,0.686,0.323,0.00333,140.955,0.32
5HVHYpNllysLkUEduWKqlg,Spirit Cold,spotify:track:5HVHYpNllysLkUEduWKqlg,Tall Heights,0.685,0.376,0.52,2.02e-05,155.726,0.353
2NbS9E0ZZKAMJAppj8P53N,Weird Goodbyes (feat. Bon Iver),spotify:track:2NbS9E0ZZKAMJAppj8P53N,The National,0.295,0.523,0.555,0.000859,99.641,0.715
7DEY4XYmucW9CajmANlscn,Detour,spotify:track:7DEY4XYmucW9CajmANlscn,Ainslie Wills,0.808,0.793,0.33,0.000981,86.007,0.498
spotify_id,name,uri,artist,acousticness,danceability,energy,instrumentalness,tempo,valence
46SFeuNs1K5D76D9vCwFuR,Shake It,spotify:track:46SFeuNs1K5D76D9vCwFuR,Metro Station,0.00212,0.619,0.958,2.23e-06,150.025,0.819
78DwRIo6Vj6wqteyerGetr,The Heart of Life,spotify:track:78DwRIo6Vj6wqteyerGetr,John Mayer,0.958,0.495,0.238,0.0118,175.958,0.357
5eK5xQl8EGzR5zYkxaDCAn,Be My Escape,spotify:track:5eK5xQl8EGzR5zYkxaDCAn,Relient K,0.00605,0.553,0.864,0,112.51,0.298
5yyRH93h4Pm6tXXYTxt7ea,The Blower's Daughter,spotify:track:5yyRH93h4Pm6tXXYTxt7ea,Damien Rice,0.134,0.342,0.2,0.000153,133.113,0.0743
2tKqZsc0epdLrsNUT6y0Ls,Princess of China - Acoustic,spotify:track:2tKqZsc0epdLrsNUT6y0Ls,Coldplay,0.652,0.245,0.471,0.00717,165.996,0.287
23khhseCLQqVMCIT1WMAns,Magic,spotify:track:23khhseCLQqVMCIT1WMAns,Coldplay,0.0266,0.738,0.482,0.621,93.457,0.352
77loZpT5Y5PRP1S451P9Yz,The Reason,spotify:track:77loZpT5Y5PRP1S451P9Yz,Hoobastank,0.0129,0.472,0.671,0,82.952,0.0681
2QhURnm7mQDxBb5jWkbDug,Don't Panic,spotify:track:2QhURnm7mQDxBb5jWkbDug,Coldplay,0.206,0.602,0.612,0.00607,122.062,0.453
2nvC4i2aMo4CzRjRflysah,In My Place,spotify:track:2nvC4i2aMo4CzRjRflysah,Coldplay,0.0553,0.424,0.588,4.95e-06,144.636,0.193
0QRxsyyr6FVY99ZUkaQSOt,How To Be Dead,spotify:track:0QRxsyyr6FVY99ZUkaQSOt,Snow Patrol,0.271,0.585,0.632,0.0235,91.019,0.422
5vgtuXHfHx9uPWliHlNN5O,Inside Your Head,spotify:track:5vgtuXHfHx9uPWliHlNN5O,Eberg,0.0396,0.682,0.712,0.0234,124.037,0.374
4nUrNul2oNVra6YAjigenk,Feeling A Moment,spotify:track:4nUrNul2oNVra6YAjigenk,Feeder,0.0199,0.261,0.66,0.0127,166.68,0.198
74tjxbbaErZPocRtItsuWN,Ride,spotify:track:74tjxbbaErZPocRtItsuWN,Cary Brothers,0.126,0.496,0.674,0.000333,117.98,0.196
4yamwgrJhUOzQQSFgQCJu1,Song for No One,spotify:track:4yamwgrJhUOzQQSFgQCJu1,Ian Broudie,0.179,0.574,0.606,0.0164,98.005,0.534
1GqedBxYLb9QVdq3MKzIuY,Elusive,spotify:track:1GqedBxYLb9QVdq3MKzIuY,Scott Matthews,0.95,0.476,0.201,0.0509,146.768,0.273
2OE2OD5QzqmXbeutOQLN0C,Rain City,spotify:track:2OE2OD5QzqmXbeutOQLN0C,Turin Brakes,0.954,0.259,0.209,0.000311,152.68,0.134
4a1Nu9ntJ9I4Fp0BeVuF3S,Paint The Silence,spotify:track:4a1Nu9ntJ9I4Fp0BeVuF3S,South,0.000313,0.548,0.735,0.666,115.017,0.41
7dICGyHdkS7EVLrRFbyYpB,"Everybody's Changing - Live At Airwaves Festival, Reykjavic / 2004",spotify:track:7dICGyHdkS7EVLrRFbyYpB,Keane,0.122,0.49,0.774,1.65e-06,93.973,0.219
2I5GCwdJkw7hhnUkSjzqUU,Somewhere Only We Know - BBC Steve Lamacq Session / 2003,spotify:track:2I5GCwdJkw7hhnUkSjzqUU,Keane,0.0328,0.437,0.574,0.000376,172.031,0.271
6hQ1OH4kWqkjxpZQt0rNwr,For You,spotify:track:6hQ1OH4kWqkjxpZQt0rNwr,Coldplay,0.8,0.486,0.173,0.815,73.992,0.174
0qksx8mV28lztYIZ1om8ml,Shiver,spotify:track:0qksx8mV28lztYIZ1om8ml,Coldplay,0.0334,0.396,0.803,0,116.705,0.286
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,0.164,0.209,0.417,0.00196,138.178,0.124
3AJwUDP919kvQ9QcozQPxg,Yellow,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,0.00239,0.429,0.661,0.000121,173.372,0.285
756z13Yy7jiN1wua27ZcH1,Iris - Acoustic,spotify:track:756z13Yy7jiN1wua27ZcH1,The Goo Goo Dolls,0.452,0.446,0.292,0.025,157.831,0.559
6Qyc6fS4DsZjB2mRW9DsQs,Iris,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,0.00125,0.315,0.715,7.97e-06,155.925,0.497
1N62wozuHCvczCkY4QidpP,Over My Head (Cable Car),spotify:track:1N62wozuHCvczCkY4QidpP,The Fray,0.022,0.592,0.729,0,116.03,0.709
1nRsutSq3bwJwaJoAxuLtj,Yellowstone,spotify:track:1nRsutSq3bwJwaJoAxuLtj,S. Carey,0.678,0.441,0.525,0.734,78.945,0.512
1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,Third Eye Blind,0.0814,0.728,0.94,0.000162,113.76,0.967
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,spotify:track:42et6fnHCw1HIPSrdPprMl,Third Eye Blind,0.00832,0.64,0.864,0,102.026,0.701
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,spotify:track:4RCWB3V8V0dignt99LZ8vH,Plain White T's,0.872,0.656,0.291,0,103.971,0.298
5WSdMcWTKRdN1QYVJHJWxz,Girls,spotify:track:5WSdMcWTKRdN1QYVJHJWxz,The 1975,0.00392,0.657,0.913,0.00149,108.036,0.906
4WiiRw2PHMNQE0ad6y6GdD,Chocolate,spotify:track:4WiiRw2PHMNQE0ad6y6GdD,The 1975,0.000532,0.614,0.938,0,100.058,0.607
2ydUT1pFhuLDnouelIv4WH,The Rock Show,spotify:track:2ydUT1pFhuLDnouelIv4WH,blink-182,0.000324,0.41,0.959,0,193.155,0.83
4KacUpvbA3Mfo05gttTjhN,Fat Lip,spotify:track:4KacUpvbA3Mfo05gttTjhN,Sum 41,0.000579,0.402,0.914,0,196.505,0.626
2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,Train,0.153,0.481,0.638,0,79.064,0.497
4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,blink-182,0.0126,0.391,0.951,0.000378,157.66,0.468
3EktVeMMB0WLZxbmuAgkRS,What I Go To School For,spotify:track:3EktVeMMB0WLZxbmuAgkRS,Busted,0.000225,0.554,0.881,2.94e-05,107.023,0.507
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",spotify:track:2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,0.00579,0.494,0.842,0,162.011,0.574
0zjB7ewBWnMgQDMQpFzt92,Year 3000,spotify:track:0zjB7ewBWnMgQDMQpFzt92,Busted,0.000219,0.592,0.842,0,107.015,0.898
25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,spotify:track:25FTMokYEbEWHEdss5JLZS,Wheatus,0.346,0.625,0.85,0.000233,94.661,0.633
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,0.00121,0.352,0.911,0,148.033,0.236
63q3GlHZstxXzfb0zt7ZYY,BRIGHTSIDE,spotify:track:63q3GlHZstxXzfb0zt7ZYY,The Lumineers,0.359,0.549,0.715,0,134.074,0.555
6GG73Jik4jUlQCkKg9JuGO,The Middle,spotify:track:6GG73Jik4jUlQCkKg9JuGO,Jimmy Eat World,0.0371,0.643,0.849,0,162.152,0.903
305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,spotify:track:305WCRhhS10XUcH6AEwZk6,Jet,0.00148,0.613,0.953,0.000582,105.046,0.537
6UIxGIqWlO5wsddY44AV1R,Naked as We Came,spotify:track:6UIxGIqWlO5wsddY44AV1R,Iron & Wine,0.653,0.386,0.205,0.0448,172.373,0.623
6okQlv5v9VaJEzoxBUAx4S,Song For You,spotify:track:6okQlv5v9VaJEzoxBUAx4S,Alexi Murdoch,0.872,0.501,0.104,0.00298,154.798,0.302
0Y1fueUFu8jQtUxdUmOojf,Orange Sky,spotify:track:0Y1fueUFu8jQtUxdUmOojf,Alexi Murdoch,0.797,0.685,0.15,0.0461,124.956,0.125
0knqVSsgD7C8yu5yNmQFbA,Cannonball,spotify:track:0knqVSsgD7C8yu5yNmQFbA,Damien Rice,0.845,0.642,0.284,0.000234,147.874,0.439
0eyE0L7FbNrXaByFzMXT1C,And Then You,spotify:track:0eyE0L7FbNrXaByFzMXT1C,Greg Laswell,0.817,0.63,0.342,0.00432,77.515,0.552
07CUaE9XAgDQ0B2T4XGrnN,Can't Go Back Now,spotify:track:07CUaE9XAgDQ0B2T4XGrnN,The Weepies,0.497,0.691,0.552,0.000589,119.931,0.685
4vAqUQqApFOgI4m9SBDr94,Reason Why,spotify:track:4vAqUQqApFOgI4m9SBDr94,Rachael Yamagata,0.874,0.55,0.303,4.75e-05,121.262,0.2
4IKBiI4qqSQKU7kYKFa8XG,"Eve, The Apple Of My Eye",spotify:track:4IKBiI4qqSQKU7kYKFa8XG,Bell X1,0.557,0.464,0.397,0.0267,72.204,0.101
2ZaYFNn1YQuLSVdHhanr4Q,Only You,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,Joshua Radin,0.362,0.545,0.255,1.77e-05,98.088,0.831
0ataoVjOR9w2WHA8FAWFSQ,Paint the Silence,spotify:track:0ataoVjOR9w2WHA8FAWFSQ,South,0.00154,0.548,0.723,0.635,115.015,0.396
2NxR8uqQ4AMV8lk09xfqFV,Dice,spotify:track:2NxR8uqQ4AMV8lk09xfqFV,Finley Quaye,0.0246,0.622,0.445,0.00677,111.125,0.197
1YjMWOorkBaP4MdKkKtp4y,Gotta Have You,spotify:track:1YjMWOorkBaP4MdKkKtp4y,The Weepies,0.872,0.678,0.363,0.000101,75.004,0.543
5QdS1gpcwIcGzLMcePAg7s,Closer,spotify:track:5QdS1gpcwIcGzLMcePAg7s,Joshua Radin,0.376,0.546,0.372,0.0493,135.083,0.594
6NSlOEEtWlqvEFrjQsry77,World Spins Madly On,spotify:track:6NSlOEEtWlqvEFrjQsry77,The Weepies,0.617,0.502,0.311,4.32e-05,107.612,0.4
6PQxEIDI2s2sKwf8VMYqZS,Honey And The Moon,spotify:track:6PQxEIDI2s2sKwf8VMYqZS,Joseph Arthur,0.551,0.584,0.471,0.139,104.99,0.31
6aU6a9tdn2vHhnPGlboFZX,Good Vibrations,spotify:track:6aU6a9tdn2vHhnPGlboFZX,The Beach Boys,0.0495,0.414,0.528,0.00026,74.627,0.335
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Billy Joel,0.0755,0.701,0.944,0,128.993,0.792
6VojZJpMyuKClbwyilWlQj,Wouldn't It Be Nice,spotify:track:6VojZJpMyuKClbwyilWlQj,The Beach Boys,0.724,0.385,0.657,0,124.895,0.672
3PV8uIQnxD4Qiimn3x6PVr,La Vie En Rose,spotify:track:3PV8uIQnxD4Qiimn3x6PVr,Emily Watts,0.957,0.419,0.0842,0,88.278,0.246
0zaAUrSvMYrBGcLcmWKcxy,Beyond the Sea,spotify:track:0zaAUrSvMYrBGcLcmWKcxy,Robbie Williams,0.697,0.48,0.306,0,131.376,0.284
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,Justin Timberlake,0.577,0.624,0.654,0,73.898,0.564
25Yzff59UGjz7wNWmjM39h,Moondance,spotify:track:25Yzff59UGjz7wNWmjM39h,Michael Bublé,0.627,0.583,0.614,0,140.736,0.482
1wfzOH54LylpiG8hAOjKcS,Big Yellow Taxi,spotify:track:1wfzOH54LylpiG8hAOjKcS,Joni Mitchell,0.585,0.611,0.47,0,85.527,0.97
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,Simon & Garfunkel,0.357,0.755,0.876,5.17e-06,102.762,0.954
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,spotify:track:0qxYx4F3vm1AOnfux6dDxP,Paul Simon,0.182,0.776,0.763,0.00647,128.433,0.82
2yOXKIU9YtBSWjI3OA8tqj,Little Bitty Pretty One,spotify:track:2yOXKIU9YtBSWjI3OA8tqj,Thurston Harris,0.777,0.703,0.883,2.02e-06,88.351,0.887
25Syi9wnfn6ZGAmiOBypPq,Motion Sickness,spotify:track:25Syi9wnfn6ZGAmiOBypPq,Phoebe Bridgers,0.774,0.651,0.546,0.0437,107.021,0.623
3ieUtb4ecQgEYxae8dzEUi,Shrike,spotify:track:3ieUtb4ecQgEYxae8dzEUi,Hozier,0.494,0.506,0.275,0.00377,153.769,0.0639
1CQI0C8YWCrzWmEhfJrWB3,Binaural Gamma Sinus 300 Hz - 350 Hz,spotify:track:1CQI0C8YWCrzWmEhfJrWB3,Lufhavn,0.996,0.185,0.0143,8.79e-06,66.34,0.0247
04PRD2qaoBxM6mGN0ItIef,Binaural Alpha Sinus 98Hz - 106Hz,spotify:track:04PRD2qaoBxM6mGN0ItIef,Demeter's Pillow,0.92,0.238,0.042,0.909,80.597,0.0761
2Bp0ZhtzZz4hz8DrF8L5Xo,Deep Focus Alpha Sinus 92Hz - 99Hz,spotify:track:2Bp0ZhtzZz4hz8DrF8L5Xo,Mission Venus,0.863,0.144,0.034,0.574,139.846,0.0362
4EHcpkor6cmqOWZEWdrgsj,Alpha (L-78.3Hz R-86.5Hz),spotify:track:4EHcpkor6cmqOWZEWdrgsj,NREM,0.799,0.224,0.17,0.97,122.543,0.791
749a2IxiF2QIwgSrmbBZ3M,Alpha Night (106Hz - 114Hz),spotify:track:749a2IxiF2QIwgSrmbBZ3M,Binaural Explorer,0.857,0.166,0.0338,0.745,128.987,0.353
4vjvx7Zxkb4AltGcZ0BBvI,Kyoto,spotify:track:4vjvx7Zxkb4AltGcZ0BBvI,Phoebe Bridgers,0.0467,0.6,0.749,0.295,131.024,0.485
5jybuYzW5AGQWMJNUh0URP,Binaural Alpha Sinus 100 Hz - 108 Hz,spotify:track:5jybuYzW5AGQWMJNUh0URP,Goodness Gr8ness,0.724,0.0825,0.0284,0.41,77.14,0.537
3rEwGRmPVVudVjqdgv0tRR,If It Means A Lot To You,spotify:track:3rEwGRmPVVudVjqdgv0tRR,A Day To Remember,0.112,0.584,0.536,0,127.001,0.441
6sdB0fMk2Kcu1mgJ5gQ47Z,Namaste - Alpha Sinus 102Hz - 109Hz,spotify:track:6sdB0fMk2Kcu1mgJ5gQ47Z,0neplus0ne,0.846,0.224,0.0715,0.899,139.478,0.0333
7trNE6uKjEiJpti0g4KRjz,Focus with Alpha Sinus 106Hz - 114Hz,spotify:track:7trNE6uKjEiJpti0g4KRjz,Mission Venus,0.967,0.167,0.0438,0.641,129.676,0.0356
6cfuBECGdDOtVCsYNU0tdy,Alpha Dreams,spotify:track:6cfuBECGdDOtVCsYNU0tdy,Binaural State,0.875,0.153,0.0317,0.884,75.59,0.0345
7hZ4eFcmRflUR91crFQrxK,Binaural Alpha Sinus 120Hz - 127Hz,spotify:track:7hZ4eFcmRflUR91crFQrxK,0neplus0ne,0.728,0.337,0.039,0.785,140.141,0.0294
01TnSX1dD8ycyW2WKlt3PU,Binaural Alpha Sinus 160 Hz - 164 Hz,spotify:track:01TnSX1dD8ycyW2WKlt3PU,Goodness Gr8ness,0.792,0.162,0.00716,0.823,130.161,0.0323
1xPhw3ANIfXgmjhP94yyNY,Alpha Texture,spotify:track:1xPhw3ANIfXgmjhP94yyNY,DreamDeeper,0.563,0.195,0.0488,0.804,66.148,0.0333
7JwG4QGEMVEJT1yyqLYlmv,emerging roots - Alpha Sinus 81Hz - 89Hz,spotify:track:7JwG4QGEMVEJT1yyqLYlmv,The Binaural Mind,0.827,0.144,0.0122,0.907,138.674,0.0287
2qWuegI1pmesQPRvzgnokk,Rose Petals,spotify:track:2qWuegI1pmesQPRvzgnokk,S. Carey,0.888,0.561,0.28,0.00324,127.965,0.166
6yDMWJ9KFUtFkQndXVVJry,Fantasia - Alpha Sinus 95Hz - 103Hz,spotify:track:6yDMWJ9KFUtFkQndXVVJry,Binaural Movements,0.893,0.19,0.0778,0.516,70.109,0.0306
5Qqh5UznekrJf6mL1V9Rek,Binaural Alpha Sinus 120 Hz - 128 Hz,spotify:track:5Qqh5UznekrJf6mL1V9Rek,Mind Mining,0.722,0.143,0.0314,0.387,140.917,0.138
27FiGK9QF0vCkJeXNhQZUr,Alpha Waves 150 Hz - 158 Hz,spotify:track:27FiGK9QF0vCkJeXNhQZUr,Doctor Hz,0.865,0.155,0.00783,0.836,135.233,0.0315
234uGGkGtekF90Wt7YHqd3,12 Hz Alpha Waves - Study Brain Waves,spotify:track:234uGGkGtekF90Wt7YHqd3,Spiritual Frequencies,0.882,0.196,0.0892,0.987,72.52,0.0301
1R2FDZO0waMqGNbVWAvLcr,Nordic Sunrise (Alpha Drone 8Hz),spotify:track:1R2FDZO0waMqGNbVWAvLcr,Bruce Brus,0.873,0.141,0.0267,0.599,142.424,0.0401
2UhpilHNO7eleMYswgCNUP,Binaural Alpha Sinus 300 Hz - L 308 Hz - R,spotify:track:2UhpilHNO7eleMYswgCNUP,Electonic Arts,0.995,0.189,0.0837,0.863,74.216,0.0359
3QjHNYEzGUDfMOHqjnPJJA,Binaural Vibe Alpha Sinus 64-74 Hz,spotify:track:3QjHNYEzGUDfMOHqjnPJJA,Restful SInus,0.921,0.138,0.0135,0.681,140.963,0.0769
26DCohYR7X4PJGRQoEVn6c,Hillsmiota (Binaural Alpha 73.6 Hz - 81 Hz),spotify:track:26DCohYR7X4PJGRQoEVn6c,Milo Graves,0.88,0.329,0.0483,0.803,134.655,0.1
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",spotify:track:1hQFF33xi8ruavZNyovtUN,Frankie Valli & The Four Seasons,0.0588,0.737,0.495,9.12e-06,104.409,0.967
254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,0.258,0.73,0.487,0.01,114.965,0.731
4o6BgsqLIBViaGVbx5rbRk,You Make My Dreams (Come True),spotify:track:4o6BgsqLIBViaGVbx5rbRk,Daryl Hall & John Oates,0.234,0.751,0.501,0.112,167.057,0.902
2eF8pWbiivYsYRpbntYsnc,"Signed, Sealed, Delivered (I'm Yours)",spotify:track:2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,0.0534,0.675,0.597,0,108.875,0.828
0bRXwKfigvpKZUurwqAlEh,Lovely Day,spotify:track:0bRXwKfigvpKZUurwqAlEh,Bill Withers,0.292,0.692,0.651,0.00241,97.923,0.706
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,spotify:track:3zBhihYUHBmGd2bcQIobrF,Otis Redding,0.684,0.769,0.367,1.62e-05,103.621,0.535
6jGnykaS6TkWp15utXSAeI,Come Away With Me,spotify:track:6jGnykaS6TkWp15utXSAeI,Norah Jones,0.902,0.436,0.141,2.81e-06,76.64,0.146
4Hhv2vrOTy89HFRcjU3QOx,At Last,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,Etta James,0.547,0.274,0.348,0.0133,87.43,0.328
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,spotify:track:63xdwScd1Ai1GigAwQxE8y,Al Green,0.582,0.756,0.401,0.011,101.954,0.514
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,JP Saxe,0.866,0.464,0.473,0,75.801,0.604
4T6FWA703h6H7zk1FoSARw,New Light,spotify:track:4T6FWA703h6H7zk1FoSARw,John Mayer,0.316,0.826,0.694,0.0285,123.932,0.852
4RE3vueod5PL48rvHtuu9C,Peer Pressure,spotify:track:4RE3vueod5PL48rvHtuu9C,James Bay,0.0299,0.631,0.715,0,135.826,0.42
1yTTMcUhL7rtz08Dsgb7Qb,The Bones - with Hozier,spotify:track:1yTTMcUhL7rtz08Dsgb7Qb,Maren Morris,0.286,0.561,0.597,0,76.826,0.355
14kYOiFVPb7E7NfFbqhdln,goodnight n go,spotify:track:14kYOiFVPb7E7NfFbqhdln,Ariana Grande,0.0217,0.708,0.454,0,110.963,0.24
6x6XKEUcCJGUACD4Xh7KuP,Anchor,spotify:track:6x6XKEUcCJGUACD4Xh7KuP,Novo Amor,0.755,0.486,0.356,0.861,117.141,0.111
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,spotify:track:41CgzGD7xlgnJe14R4cqkL,Lauv,0.771,0.426,0.408,7.88e-06,76.309,0.528
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,0.0945,0.601,0.724,1.68e-06,102.061,0.508
2YyvWje3cEYyqgYhNUIaBJ,La Di Da,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,Lennon Stella,0.195,0.689,0.679,0.00111,149.972,0.475
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,spotify:track:3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,0.162,0.578,0.537,0,83.909,0.25
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,Taylor Swift,0.778,0.298,0.38,5.62e-05,75.602,0.152
42SOtYBdnfj9zEdZSlAq5k,Finally // beautiful stranger,spotify:track:42SOtYBdnfj9zEdZSlAq5k,Halsey,0.051,0.626,0.55,0,133.976,0.123
3E6iea9uEmB7gRru4lyP6h,Stop This Train,spotify:track:3E6iea9uEmB7gRru4lyP6h,John Mayer,0.465,0.619,0.437,0.00619,89.508,0.408
3SktMqZmo3M9zbB7oKMIF7,Gravity,spotify:track:3SktMqZmo3M9zbB7oKMIF7,John Mayer,0.731,0.753,0.326,0.00131,123.799,0.237
4Q66chx9WzqWcLItXoZ5r4,Cherry Wine - Live,spotify:track:4Q66chx9WzqWcLItXoZ5r4,Hozier,0.953,0.418,0.111,0.00342,82.508,0.228
44alNkXsYnTyPnkMdohBcx,Bloom (Online Bonus Track),spotify:track:44alNkXsYnTyPnkMdohBcx,The Paper Kites,0.894,0.581,0.421,0.000491,95.969,0.433
